"META","","","ESTRUCTURAL","","","","","","","LOCACIONAL","","","","","SEGURIDAD","","TCO","","","","","TARGET","",""
"SHV-0472","Properati","Venta","Apartamento","78","2","2","No","Sí","31","Barrios Unidos","Los Andes","3","4.653869","-74.065041","265","2.8","55000","165","73000","228000","356000","276000000","1230000","276000000"
"SHV-0473","Habi","Arriendo","Apartamento","120","2","2","Sí","No","56","Teusaquillo","Teusaquillo","5","4.641305","-74.103217","300","1.65","192000","260","313000","884000","1389000","1099000000","4450000","4450000"
"SHV-0474","FincaRaíz","Arriendo","Apartamento","67","2","2","Sí","No","53","Los Mártires","La Sabana","3","4.601016","-74.074696","280","2.31","68000","190","74000","147000","289000","247900000","1460000","1460000"
"SHV-0475","Habi","Venta","Apartamento","53","2","2","No","No","29","Antonio Nariño","Restrepo","2","4.563707","-74.081731","220","4.27","50000","136","63000","53000","166000","108200000","460000","108200000"
"SHV-0476","Properati","Arriendo","Apartamento","58","3","2","No","Sí","33","Puente Aranda","Puente Aranda","3","4.61781","-74.117518","245","3.45","36000","127","58000","194000","288000","185000000","790000","790000"
"SHV-0477","UAECD-OTC","Venta","Apartamento","65","3","3","No","No","60","La Candelaria","La Candelaria","3","4.600977","-74.051151","310","1.33","51000","133","66000","145000","262000","241800000","1040000","241800000"
"SHV-0478","Habi","Venta","Apartamento","56","2","1","No","No","40","Rafael Uribe Uribe","Marco Fidel Suárez","3","4.568365","-74.093767","200","4.93","45000","169","71000","188000","304000","255000000","1520000","255000000"
"SHV-0479","Habi","Venta","Casa","41","2","2","No","No","9","Ciudad Bolívar","Tesoro","2","4.527688","-74.156941","170","5.91","51000","112","44000","0","95000","105600000","550000","105600000"
"SHV-0480","Habi","Venta","Apartamento","79","2","1","No","No","16","Sumapaz","Sumapaz","2","4.252717","-74.385799","45","10","66000","172","56000","104000","226000","166900000","870000","166900000"
"SHV-0481","Habi","Venta","Apartamento","110","2","2","Sí","No","13","Usaquén","Country Club","5","4.686978","-74.04431","180","5.58","104000","253","202000","671000","977000","840900000","5020000","840900000"
"SHV-0482","UAECD-OTC","Arriendo","Apartamento","136","4","3","Sí","Sí","47","Chapinero","Pardo Rubio","5","4.659282","-74.0381","320","1","151000","328","307000","852000","1310000","1165500000","4870000","4870000"
"SHV-0483","FincaRaíz","Arriendo","Casa","78","2","2","No","No","34","Santa Fe","Sagrado Corazón","2","4.608705","-74.053536","290","1.98","56000","140","55000","0","111000","208000000","1240000","1240000"
"SHV-0484","Properati","Arriendo","Apartamento","42","2","2","No","No","24","San Cristóbal","San Blas","2","4.544479","-74.085501","210","4.6","40000","129","53000","52000","145000","117700000","520000","520000"
"SHV-0485","Properati","Venta","Casa","61","1","1","No","No","2","Usme","Alfonso López","2","4.470304","-74.151838","140","6.89","49000","112","81000","0","130000","169000000","890000","169000000"
"SHV-0486","Properati","Arriendo","Casa","62","1","1","No","No","8","Tunjuelito","Venecia","2","4.547432","-74.133524","190","5.25","47000","143","54000","0","101000","160900000","780000","780000"
"SHV-0487","FincaRaíz","Arriendo","Apartamento","59","2","2","No","No","13","Bosa","Bosa Occidental","2","4.606652","-74.191022","160","6.24","28000","154","83000","77000","188000","152800000","730000","730000"
"SHV-0488","Metrocuadrado","Venta","Apartamento","64","2","1","No","No","26","Kennedy","Carvajal","2","4.616488","-74.147105","230","3.95","53000","123","83000","37000","173000","166000000","970000","166000000"
"SHV-0489","FincaRaíz","Arriendo","Apartamento","108","3","3","Sí","No","14","Fontibón","Aeropuerto","4","4.676293","-74.127485","200","4.93","107000","211","146000","560000","813000","592000000","2540000","2540000"
"SHV-0490","Habi","Arriendo","Apartamento","72","3","3","Sí","No","16","Engativá","Garcés Navas","4","4.684979","-74.110113","175","5.75","76000","180","125000","380000","581000","455400000","2730000","2730000"
"SHV-0491","Properati","Venta","Apartamento","55","2","2","No","No","14","Suba","Casa Blanca Suba","2","4.761437","-74.095436","195","5.09","50000","118","45000","33000","128000","143400000","680000","143400000"
"SHV-0492","Properati","Venta","Apartamento","96","2","2","Sí","No","33","Barrios Unidos","12 de Octubre","4","4.679298","-74.063211","265","2.8","64000","204","180000","525000","769000","509100000","2700000","509100000"
"SHV-0493","Metrocuadrado","Arriendo","Apartamento","92","2","1","Sí","No","45","Teusaquillo","Nicolás de Federmán","4","4.654021","-74.077922","300","1.65","81000","196","140000","461000","682000","523300000","3110000","3110000"
"SHV-0494","FincaRaíz","Venta","Apartamento","56","3","3","No","No","60","Los Mártires","Ricaurte","2","4.615837","-74.074175","280","2.31","43000","118","47000","26000","116000","112800000","460000","112800000"
"SHV-0495","Habi","Arriendo","Casa","68","3","3","Sí","No","46","Antonio Nariño","Antonio Nariño","3","4.564999","-74.125198","220","4.27","46000","187","112000","0","158000","280700000","1640000","1640000"
"SHV-0496","Properati","Venta","Apartamento","102","3","3","Sí","Sí","55","Puente Aranda","Ciudad Montes","4","4.626339","-74.104766","245","3.45","113000","231","150000","526000","789000","519300000","2670000","519300000"
"SHV-0497","Metrocuadrado","Venta","Casa","52","3","2","No","No","50","La Candelaria","La Candelaria","2","4.603898","-74.086077","310","1.33","54000","127","52000","0","106000","133800000","720000","133800000"
"SHV-0498","UAECD-OTC","Venta","Apartamento","55","2","1","No","No","56","Rafael Uribe Uribe","Quiroga","3","4.566816","-74.099105","200","4.93","61000","143","84000","192000","337000","208200000","890000","208200000"
"SHV-0499","UAECD-OTC","Venta","Apartamento","52","2","2","No","No","16","Ciudad Bolívar","Arborizadora","1","4.51563","-74.155183","170","5.91","20000","139","49000","23000","92000","81400000","410000","81400000"
"SHV-0500","UAECD-OTC","Arriendo","Apartamento","62","3","2","No","No","26","Sumapaz","Sumapaz","2","4.252713","-74.374123","45","10","52000","130","50000","51000","153000","156200000","840000","840000"
"SHV-0501","Metrocuadrado","Venta","Casa","98","3","3","Sí","Sí","32","Usaquén","Santa Bárbara","4","4.718073","-74.021186","180","5.58","82000","219","178000","253000","513000","534600000","2630000","534600000"
"SHV-0502","Properati","Venta","Apartamento","119","3","3","Sí","No","26","Chapinero","Pardo Rubio","4","4.635816","-74.084092","320","1","93000","279","190000","639000","922000","852700000","3680000","852700000"
"SHV-0503","FincaRaíz","Venta","Apartamento","42","3","3","No","No","53","Santa Fe","Lourdes","2","4.595912","-74.094612","290","1.98","33000","93","60000","42000","135000","113400000","510000","113400000"
"SHV-0504","Habi","Venta","Apartamento","32","2","1","No","No","34","San Cristóbal","20 de Julio","1","4.553023","-74.092708","210","4.6","20000","93","26000","17000","63000","49800000","280000","49800000"
"SHV-0505","Habi","Venta","Casa","66","2","2","No","Sí","14","Usme","La Flora","2","4.500285","-74.105986","140","6.89","28000","163","51000","33000","112000","157500000","640000","157500000"
"SHV-0506","UAECD-OTC","Venta","Apartamento","61","2","2","No","No","60","Tunjuelito","Venecia","3","4.576823","-74.129455","190","5.25","63000","125","83000","177000","323000","215100000","1170000","215100000"
"SHV-0507","Properati","Venta","Apartamento","77","1","1","No","No","9","Bosa","Bosa Occidental","2","4.607714","-74.193893","160","6.24","32000","132","96000","25000","153000","177300000","1060000","177300000"
"SHV-0508","Properati","Arriendo","Casa","54","3","3","Sí","No","42","Kennedy","Castilla","3","4.626032","-74.16134","230","3.95","54000","129","91000","0","145000","226700000","910000","910000"
"SHV-0509","Properati","Venta","Apartamento","98","3","2","Sí","No","20","Fontibón","Fontibón","4","4.699351","-74.132181","200","4.93","95000","175","124000","487000","706000","570700000","2470000","570700000"
"SHV-0510","Metrocuadrado","Arriendo","Apartamento","55","4","3","No","No","27","Engativá","Garcés Navas","3","4.686047","-74.103504","175","5.75","70000","159","85000","115000","270000","208300000","1110000","1110000"
"SHV-0511","UAECD-OTC","Arriendo","Apartamento","57","2","2","Sí","No","18","Suba","Andes","4","4.733108","-74.086718","195","5.09","80000","164","80000","304000","464000","369500000","1520000","1520000"
"SHV-0512","Habi","Venta","Apartamento","94","4","3","No","No","23","Barrios Unidos","12 de Octubre","4","4.665662","-74.089149","265","2.8","95000","164","154000","409000","658000","555900000","2880000","555900000"
"SHV-0513","Properati","Arriendo","Apartamento","83","2","2","No","Sí","7","Teusaquillo","Galerías","4","4.635846","-74.085085","300","1.65","98000","219","161000","394000","653000","510400000","2740000","2740000"
"SHV-0514","Metrocuadrado","Venta","Apartamento","67","2","2","No","No","51","Los Mártires","La Sabana","2","4.630309","-74.068123","280","2.31","41000","143","74000","87000","202000","169800000","880000","169800000"
"SHV-0515","FincaRaíz","Venta","Apartamento","43","3","3","No","No","49","Antonio Nariño","Restrepo","3","4.601954","-74.078926","220","4.27","32000","146","55000","91000","178000","135200000","640000","135200000"
"SHV-0516","Metrocuadrado","Venta","Apartamento","86","2","1","No","Sí","9","Puente Aranda","Muzú","4","4.610067","-74.102347","245","3.45","64000","206","141000","438000","643000","540500000","2920000","540500000"
"SHV-0517","Metrocuadrado","Arriendo","Apartamento","65","2","1","No","No","47","La Candelaria","La Candelaria","2","4.620668","-74.098539","310","1.33","45000","144","85000","34000","164000","138500000","720000","720000"
"SHV-0518","Habi","Venta","Casa","71","2","1","No","No","19","Rafael Uribe Uribe","Marco Fidel Suárez","3","4.578589","-74.094683","200","4.93","44000","151","77000","0","121000","245500000","1080000","245500000"
"SHV-0519","Properati","Arriendo","Apartamento","60","1","1","No","No","15","Ciudad Bolívar","Arborizadora","1","4.508457","-74.148971","170","5.91","42000","119","47000","71000","160000","108600000","560000","560000"
"SHV-0520","Properati","Venta","Apartamento","70","2","2","No","No","35","Sumapaz","Sumapaz","2","4.285876","-74.343304","45","10","35000","115","89000","97000","221000","152400000","880000","152400000"
"SHV-0521","Properati","Venta","Casa","178","4","4","Sí","Sí","4","Usaquén","Toberín","6","4.685371","-74.04183","180","5.58","214000","393","553000","0","767000","1962700000","10470000","1962700000"
"SHV-0522","FincaRaíz","Venta","Apartamento","129","4","4","Sí","Sí","38","Chapinero","El Refugio","5","4.626941","-74.047489","320","1","187000","272","194000","939000","1320000","1163900000","5750000","1163900000"
"SHV-0523","Metrocuadrado","Venta","Casa","75","2","1","No","No","43","Santa Fe","Sagrado Corazón","2","4.592871","-74.069105","290","1.98","37000","123","79000","41000","157000","176300000","820000","176300000"
"SHV-0524","FincaRaíz","Venta","Casa","61","3","3","No","No","22","San Cristóbal","San Blas","2","4.566732","-74.079142","210","4.6","35000","162","91000","0","126000","143200000","600000","143200000"
"SHV-0525","Properati","Venta","Apartamento","66","2","2","Sí","No","17","Usme","La Flora","2","4.487972","-74.144589","140","6.89","57000","150","98000","53000","208000","143800000","650000","143800000"
"SHV-0526","Metrocuadrado","Venta","Apartamento","84","3","3","No","No","31","Tunjuelito","Venecia","3","4.576399","-74.114272","190","5.25","59000","141","83000","270000","412000","266100000","1070000","266100000"
"SHV-0527","Metrocuadrado","Venta","Casa","51","2","1","No","No","10","Bosa","Apogeo","1","4.601103","-74.19193","160","6.24","40000","95","41000","0","81000","87300000","520000","87300000"
"SHV-0528","Metrocuadrado","Venta","Casa","67","3","2","No","No","18","Kennedy","Calandaima","3","4.636688","-74.144889","230","3.95","65000","169","97000","55000","217000","212600000","940000","212600000"
"SHV-0529","Habi","Venta","Apartamento","73","3","3","Sí","No","29","Fontibón","Fontibón","3","4.659033","-74.143045","200","4.93","65000","182","93000","195000","353000","213300000","1200000","213300000"
"SHV-0530","Habi","Arriendo","Apartamento","127","4","3","Sí","Sí","33","Engativá","Garcés Navas","4","4.697153","-74.093739","175","5.75","126000","230","139000","547000","812000","685200000","2970000","2970000"
"SHV-0531","Properati","Venta","Apartamento","73","3","3","No","No","18","Suba","Andes","3","4.749131","-74.113763","195","5.09","41000","159","88000","211000","340000","260200000","1190000","260200000"
"SHV-0532","UAECD-OTC","Arriendo","Casa","80","2","2","Sí","No","20","Barrios Unidos","12 de Octubre","3","4.664803","-74.058763","265","2.8","87000","178","104000","0","191000","319400000","1540000","1540000"
"SHV-0533","Habi","Venta","Apartamento","95","4","4","Sí","Sí","26","Teusaquillo","Nicolás de Federmán","4","4.654078","-74.104182","300","1.65","108000","233","164000","410000","682000","701500000","3260000","701500000"
"SHV-0534","UAECD-OTC","Arriendo","Apartamento","62","3","3","No","No","60","Los Mártires","La Sabana","2","4.594682","-74.111103","280","2.31","55000","108","65000","77000","197000","150700000","840000","840000"
"SHV-0535","UAECD-OTC","Venta","Casa","82","2","1","No","No","60","Antonio Nariño","Restrepo","3","4.585373","-74.081171","220","4.27","55000","212","133000","0","188000","275700000","1630000","275700000"
"SHV-0536","Properati","Arriendo","Apartamento","55","3","2","No","Sí","40","Puente Aranda","Ciudad Montes","3","4.601318","-74.11706","245","3.45","47000","126","73000","149000","269000","200700000","1150000","1150000"
"SHV-0537","Metrocuadrado","Venta","Apartamento","58","2","2","No","No","6","La Candelaria","La Candelaria","3","4.618631","-74.07397","310","1.33","60000","151","86000","178000","324000","250200000","1080000","250200000"
"SHV-0538","UAECD-OTC","Arriendo","Casa","64","3","3","No","No","36","Rafael Uribe Uribe","Quiroga","2","4.546293","-74.086521","200","4.93","41000","155","55000","59000","155000","144900000","800000","800000"
"SHV-0539","UAECD-OTC","Arriendo","Casa","45","2","2","No","No","14","Ciudad Bolívar","Arborizadora","1","4.539708","-74.15087","170","5.91","28000","113","61000","0","89000","80500000","350000","350000"
"SHV-0540","Metrocuadrado","Venta","Casa","54","3","3","No","No","22","Sumapaz","Sumapaz","2","4.267136","-74.371045","45","10","31000","127","61000","53000","145000","115000000","670000","115000000"
"SHV-0541","Habi","Venta","Apartamento","294","3","3","Sí","Sí","10","Usaquén","La Uribe","6","4.697681","-74.009847","180","5.58","332000","638","594000","3623000","4549000","3296400000","16600000","3296400000"
